reviewer_id	review	rating
8433	"I had an excellent experience in this place, the girl who served us at night through the drive thru was super friendly and cordial, she gave us information about what we asked her and she explained everything with pleasure.

highly recommended"	5
8434	I liked this McDonald's because it has a park for the children. Little McDonald's have that	5
8435	"I really like their nuggets and the spicy mud sauce that you can only find there, their fries are one of the best in terms of fast food, their tasty hamburgers, this chain always tries to innovate and renew the image of its establishments. some have modern tables and chairs, children have a park area where they can play, and they have a children's menu. The staff is friendly, and you can order from the car to go or also order through uber eat to have your food delivered to your home."	3
8436	The milk shake is very rich. But a lot of sugar.	5
8437	All good excellent   	5
8438	"I ordered a cold brew frappe and they gave me a frozen Coke, I asked for long fries and they gave me half, all in Uber eat, lousy McDonald's and bad employers"	1
8439	I love	5
8440	Great attention   	5
8441	"I have gone several times ""because it is the one that is closest to me"" and the truth is that they always give me the wrong order.   "	2
8442	Employee with bad attitude too long to wait to order	1
8443	"I didn't like the service.
I did not like the service."	2
8444	"Excellent children's food, nuggets and freshly prepared potatoes, the milk was cold and the attention was very good"	5
8445	"The food is good, but the portions are very small for the price. The attention is good, the place clean and organized, the bathroom clean and modern. I love McDonald's!"	4
8446	Bad service. They didn't even put me sauce and they delivered burnt cinnamon rolls.	1
8447	"On several occasions I have gone, I bought and then I did not get what I asked for or requested and I have to exchange it for something else. They should be more aware of their inventory"	4
8448	"Well, the truth is that it has lost its quality and attention, very few employees do not recommend it"	2
8449	"The food was ready very quickly, the place was super neat! The quality of the food especially the fries is excellent!"	5
8450	It is a place to take the children to have them play. They often get the orders wrong. But overall it's not that bad	4
8451	Poor service on takeout orders and the toilets were not that clean	3
8452	"Beautiful and newly remodeled, really nice and the service at half speed for Covid reasons.
Recommended...       "	5
8453	Very tasty everything as always	5
8454	"Very bad service, I asked someone if they speak Spanish, they said no and then I speak Spanish, I won't go back there, what a disappointment in the service   "	1
8455	The mask against the virus did not let me speak English well with the girl from the driver though up	4
8456	I love the good attitude of the employees	5
8457	"I ordered a big mac and it was spectacular as always, the chips were too good"	5
8458	a standard Mcdonald store... but they quickly noticed the error in the totem... there is a children's play area...	5
8459	"Very good as always. Oh, and in the one you visit you can eat inside the premises."	5
8460	fast here	5
8461	"This was a quick stop for a bite to tide us over with my a couple of the kids with us. We went thru the drive thru and even though it was slow business, we were put off to wait a couple of minutes and the assistant that took the order was very crisp and short in his interaction.He stated the price and told us to pay at the window where we were completely ignored for another several minutes while he (I'm assuming) took the order for the people behind us. When he finally took our payment and we moved forward to the window to receive our order, only half of the order was correct, and none of the condiments we requested were included. That kept us trying to get it sorted.
As a supervisor and a manager, I would hope review for management as well as employees could be considered in improving the atmosphere. It will be a place I will think twice before visiting again.
If you plan on stopping in, be prepared to take your time to make sure things are correct before leaving. Be accountable for your time if you want your order correct."	2
8462	The lobby was absolutely disgusting. Trash and food all over the floor. Staff didn't even come to the front to take orders they just expect you to use the kiosk. The kiosk numbers were covered in sticky stuff. We asked a staff member a question and they flat out ignored us and walked away. I don't recommend this location.	1
8463	The store was filthy. Employees were using profanities in the back where customers upfront could hear. Two female employees were playing on there phone. What a horrible experience.	1
8464	"I was doordashing at the time, I would never eat at McDonald's because I'm Vegan. Just want to make that clear.
This experience was not the best demonstration of a streamlined or very efficient process in expediting fast food.

The order I was waiting on took a whooping 15 minutes and was given to someone else without an apology. That being said, I would have rated them with 1  but I decided to walk in and watch the process.
The customer service was what I would expect given the employees having to deal with the distractions from the crowd of people inquiring about their order.

* Customers can look up at the monitors above the counter to see the process of their order.

The average gluttonous ""ving"" American that eats at McDonald's behaves as though their needs are of paramount importance. It's one of the best examples you can witness of bloated self-entitlement.
McDonald's employees, you are doing a good job and on behalf of the Jerry Springer audience members that eat at your restaurant. Please forgive them."	5
8465	"Went to pick up a mobile order at 3:45AM. Only option was to go through drive thru. I arrived and the drive through staff said they were closed despite the app and website saying they are a 24/7 location.

I paid in full through the app, and they said I wouldn                           t receive a refund for an hour. I asked for the refund immediately and the clerk ignored me. Upset that they"	1
8466	"Lobby Hours 8 am- whenever they feel like locking the doors. I showed up at 7:10 pm FIFTY MINUTES BEFORE SCHEDULED CLOSING, TO ALL THE DOORS LOCKED. I am on foot because I'm staying at a nearby hotel. WALKED THROUGH FREEZING RAIN. In hopes of just getting something quick and going back to my hotel. THANKS FOR WASTING MY TIME!"	1
8467	"I was at this location on 2/5/23. Went through the drive-thru and the lady taking order was a little rude.  I drove off and went inside. Omg, the expo person was standing there drinking a soda as she's bagging  food. One of the cooks had so much hair, even  though  he had on a hat he needed a hair net as well. Went to get my drink, and I quickly changed my mind to a bottle of water. The drink station sickened me, I dared not get ice or a drink from there. Won't  be back, I'm sure you don't care. Most disgusting!!!!"	1
8468	"It's okay, being in downtown slc homeless-ness is a problem and being approached by homeless people and angry drivers is not uncommon! The wait was long almost 15 minutes for 2 drinks, I understand it can be hard with big crowds on employees!

5/10 It's a McDonald's so hit it up if your looking for food in the area fast food doesn't get much better than this in slc!"	3
8469	I came right at closing time and the manager took my order then when I got to the first window I was told sorry we are closed. I told him someone repeated my order and went to ask at the same time the manager came to the first window after telling his coworker the situation the manager hurry and got payment then hurried back to round up my order while everyone else was getting ready to leave he then got my order to me fast and fresh I couldn't have been more pleased with the service and the good attitude. If the workforce had more employees like this  manager the world would be a lot better place to work in	5
8470	"Food is always good but they're very rude when speaking on the phone. I called to see when the dining area was open and the lady just gave me a very blunt, rude response. I said thank you and have a good day but she just hung up."	3
8471	"This McDondald                           s has the worst customer service. The workers at the drive through are just very rude. I get you work with a lot of different people each day but if you can                           t be kind, or you ha"	1
8472	This McDonald                           s trash especially at night. Ice cream machine never works so thankfully I got some at home. Honestly wo	1
8473	"The prices are better in Utah than Idaho or Minnesota. Also, the McDonald's app has great deals. If you do the survey on the recite than you get a buy one get one free discount.
Since I have frequented McDonald's for a long time, I must admit that I have mixed sentiments regarding the eatery. On the one side, the meal is typically pretty decent, and I like the quick and convenient service. However, there are some problems that I've come to realize over time that make me feel like the experience isn't as positive as it once was.

The rising costs of the products on the menu are one of my main worries. Every time I visit McDonald's, it seems like the costs have increased once again. This makes it challenging to continue frequenting them as much as I once did, especially with the availability of more economical fast food alternatives.

Another problem is that McDonald's used to give frequent and significant discounts and promotions, but lately they seem to be less frequent and generous. This is disappointing because I've always valued the ability to occasionally save a few dollars on my lunch.

Having said that, there are still a few aspects of McDonald's that I genuinely value. The majority of the cuisine is delicious and good, and the quickness of service is still unmatched. The restaurant is always spotless and well-kept, making it a perfect choice if you need a fast dinner on the run. Overall, I would say that McDonald's is still a good option for fast food, but because of the rising costs and less promotions, it has lost its place as my top pick. However, a typical McDonald's burger and fries are a great choice if you're searching for a quick and delectable dinner."	4
8474	"literally didn                           t give me my order, then made me wait over 40 minutes to                            fix it            "	1
8475	This is the worst McDonald                           s I                           ve ever experienced. Your late night manager literally slammed the door in my face and locked 	1
8476	"Waited 40 minutes in the drive-through line, only to have my fries be so over cooked that they were in-edible. 0 out of 5"	1
8477	"Expect to wait 15-20 min for drive thru. Recieved our sweet teas at the window, and it had a bit of coffee taste. The person at the window sampled the tea and said it tastes like tea. NOT to us. Seemed very frustrated. She asked us what we would like. I told her Dr pepper, and before I could tell her the rest of the drink order, she rushes off and gets us 3 dr peppers. Then when we corrected her, she said we asjed for 3 dr peppers. This is my burger without onions and pickles. What you see on my fingers is grease from the burger. Good luck getting your food here."	1
8478	"The truth is that I feel offended by the Mananger, he yelled at me as if I were his employee!  I really don't understand, I just asked him a question about an order that is already prepared and ready!  and he doesn't deliver it to me because he doesn't feel like it. I work as a delivery person for DoorDash. It's ridiculous to have to stand in line at the drive thru to get something that's already done, really, 0 !  I work every night at that site and I have never had a problem with any of the cographers everyone is friendly and professional"	1
8479	"Ordered a few McDoubles and a 6 pc nugget kids meal. Asked for extra fries for the kids meal but was denied the request. Beef Patties were old on the McDoubles, nuggets were old and cold but there were plenty of customers so I don            "	1
8480	What is a good stop at McDonald                           s. I don                           t go often but when I do usually grabbing a 2C combo. Reminds me the old Californi	5
8481	"This McDonald's is ok when service is concerned. They also have automated services where you can place your orders, and the food comes out really fast.. but the place was a bit dirty, especially the restrooms."	3
8482	"Excellent customer service. The gentleman at the drive thru was friendly, helpful, and courteous."	5
8483	"Service was slow. 3 cars went in the other lane before someone helped me in the drive-through.  My mocha tasted more like plain coffee, it had almost no flavor."	2
8484	"It was bad enough when the dining room soda machine converted to the one nozzle machine, but they also did it to the drive thru. So now all their soda tastes nasty. I thought McDonald's was supposed to have great tasting sodas, not sodas that taste like suicides. Not to mention their staff can't figure out basic orders and there's a 90% chance your order is going to be wrong in some way. Added with the homless going up to every person, this spot used to be okay and nows it's more like the last resort."	2
8485	"Worst McDonald                           s experience to date.  Attempted to use drive-thru code at time of order, and was refused. Placed our order that would include the discount when code was applied. Pulled up to the window to a frumpy red-headed clown of an employee that promptly slammed the card reader through my window with nigh a word. I asked to have our discount code applied, and he begrudgingly got his scanner out to read the QR code, but he had wrung the order up incorrectly, so the discount was not applying. He requested assistance from his manager, and their solution was to add a second premium drink to the order at an up charge. All staff came across dower and melancholy. Even when I commented that I was concerned about the accuracy, and that this had been a terrible experience, I was ignored. I don                           t know if they beat their employees on a regular basis to keep s   ll ever go back to this location again."	1
8486	Bathrooms were absolutely disgusting tampons on the ground before you walk into the building just really dirty	1
8487	"Food was good, however I ordered cheese on a hot n spicy Mc chicken. They charged me for the cheese but didn't put it on my sandwich.  Other than that all was good."	3
8488	"It was very cheap compared to what I'm used to in California. $20 can easily buy two full combo meals, likely even more.

Food is decent as expected."	4
8489	Can not even order food they were not even incompetent enough to make an order.	1
8490	"I don                           t know if they all hate their job but this was probably THE worst location I                           ve been to. One, they didn                           t have my order correctly after telling them we were missing items they looked at me as if I was stupid. Second, their frie"	1
8491	There were 4 cars that were able to order at the drive thru and pull forward before the lady in my drive thru even got to me.	1
8492	"DO NOT GO TO THIS MCDONALD'S UNLESS YOU SPEAK SPANISH!!!!  Every Sunday I go get breakfast for my brother.
Every time I order the same thing 2 burritos SMALL COFFEE WITH 4UGARS. They have not got the order right YET! Why cause everyone that works there is a Mexican that can't speak or read English.
I took back the coffee again cause the sticker & receipt 4ugar. I got coffee with 4 Creamer BECAUSE THEY CAN'T READ ENGLISH."	1
8493	"Tonight 02/17/23 I was in this McDonald's, things were calm and fine. Then all of the sudden, some guy ted yelling at the staff about customer service. Demanding customer service number to complain. Fine, that's his right. But as the lady at the register tried to help him, he kept yelling at her. They said that he was an officer in the Army. To me, that is disgraceful and highly insulting that anyone would use rank and the military to treat people like that. I don't believe he is any sort of military let alone an officer.  And I did tell him that ""if he is a retired military officer, he is a disgrace of a former officer."" To which he wanted to go out and fight me. Furthering my belief he is no officer. I was an E-4pecialist and know that he or any other member of any military force is trained to use rank or status as an excuse to belittle anyone. And if you do you disgrace the uniform the military and your country by treating anyone with disrespect.  I'll stand up to anyone who tries's that type of behavior.  The staff at McDonald's was doing a fantastic job, my food is delicious.  Thank you!"	5
8494	"Lobby ordering is only open M-F 11am-2pm. Without a car for drive up window or App, you are out of luck. I            "	1
8495	Usually busy but they get you through there pretty fast. Watch out for the homeless people this McDonald            	2
8496	"I didn't get a chance to try it. Went to pick up some McDonald's from this 24-hour location at 3:00 a.m. but no one would respond at the drive-thru speaker. When I drove up to the window the two gentlemen inside acted like they couldn't see me. I honked and waved my arms and it was clear that they could see me but they would not acknowledge my presence. Totally unacceptable and unprofessional. If you're under staffed or closed, put a sign on the door or at the drive-thru..."	1
8497	The only good thing about the location is it's cleanliness. I ordered at the kiosk and took a table number for dine in. They didnt being me my food. I had to grab in from the counter. Defeats the purpose of using table numbers. Then the employee tried to hold my drink from me. Had to tell him I had in fact ordered the drink he took away. When I unwrapped the burger it was slanted a good 60                  . How hard is it to stack a sandwich? Staff don't 	2
8498	If you order at the desk you feel like they're bothered. They don't display any type of customer service at all. When I get a mcflurry they don't mix it or even fill it anywhere near the top. Steer clear.	1
8499	They didn't skimp on the sauce on my spicy Mchickens	5
8500	"This McDonald's location struggles to pur out decent food reliability.. or quickly. The line is generally long and slow, food comes out cold,"	3
8501	This has to be the worst McDonalds! The food is never hot and never fresh.  I went there again tonight since it's the only place open.   The fries were warm and tasted like they had been cooked in an air frier and the burger was cold and tasted like it had been sitting for hours.   This places stays pretty busy so there is no excuse for poor quality of food imo.   Avoid unless it's your only option.	1
8502	"Next time I'll just tell them to suprises me, they never get my order right anyway   "	1
8503	"The tomato on the hamburger tasted FUNKY tonight, really gross. And chicken nuggets were stale and cold."	2
8504	Says it's 24 hours and was turned away at about 3 am. Don't say you are 24 hours if you are not a 24 hour location. What do you not understand about being a 24/7 location???	1
8505	Horrible. Spent 30 minutes in the breakfast drive thru. Don     	1
8506	Waited in line 20+ minutes only to get someone else's order and no way to get our correct order because they don't answer the phone and they're too busy. Super irritating.	1
8507	"They have the worse customer service, and there food is never fresh. Even if you ask for fresh food they still give you non fresh food, and they have the ugliest attitude"	1
8508	If you going to close the lobby despite being listed as open 24 hours at least don't ignore people walking up to order at the drive thru on foot!	1
8509	Google says they are open 24 hours. They guy in the drive through turned us away at 3:30 am and told us they close at 2:00	1
8510	McDonald's will always have the best fries.	5
8511	"The tables are all filthy, the service sucks. They messed up our order twice and acted put out when asked to fix it. Never again!"	1
8512	"I show up at 10/23/2022 at 5:50 am.   The door was closed, only the drive through was open.  I was staying at a hotel and didn't have a lot of options for breakfast and didn't have a car.  The guy working their was super nice, took my order at the drive through even though I was on foot.  He was doing everything , taking orders, making the food..  McDonalds, give that guy a raise!  Thanks."	5
8513	Everytime I go here they get something wrong   	1
8514	Was just told they were closed at 3:30 am. Restaurant says it        	1
8515	"Cleanliness is taken full care of here, the thoughts of the working staff are very good."	5
8516	Went this morning and my hashbrown wasn                           t cooked all the way. My sodas was wro	1
8517	Went through the drive through late at night but they were super nice even though they were super busy	5
8518	Cold food usually and missing orders constantly. Any other McDonald                  	1
8519	The people that work there they aren't friendly they ignore the customers	3
8520	"Busy place, not too ghetto. But the McRib is not that good, and they gave me a medium fries that is smaller than a small fries"	3
8521	"Wow! For ters, the place was trashed. Litteraly every single table was dirty, and the floor need to be swept badly. Had to go up and ask for lids because they had not stocked anything in the lobby. I willing to give places like this a second chance if I see effert... But I saw none from the staff. It was not remotely busy and staff still did virtually nothing to improve the cleanliness of the lobby. Needless to say I will not be returning."	1
8522	"Not open for pedestrians until 11am. I had to queue up with my legs, as if I were a car. When I got to the screen, noone answered me - guess it only responds to humans in cars. Helpful staff inside directed me to order this way, but it didn't work. If you don't have a car, don't bother!
Still reeling from the embarrassment   "	2
8523	"I don't know that happened to this business. Service and food has fallen through the floor. Prices are climbing, so we got that going for us   "	3
8524	The absolute worst location. The people are rude and order has been wrong the last 4x I    	1
8525	This location was surprisingly clean. Our order was made quickly and everything was fresh. It was a good stop for a quick bite.	5
8526	"Worst experience ever!! First the cashier gave me attitude about using the app for the $1 large fries, he sighed when I showed it to him. Then said in a rude tone that I need to show him the bar code (in the past I just show them the number and they type it in) Then literally rolled his eyes when I told him it was Apple Pay and said                            whatever                            Then ed at me after taking the Apple Pay, so I figured I would get the receipt at the next window. I pulled up to the next window and they told me the other guy has thrown the receipt away. Got home, looked to see how much I was charged and he did not apply the app discount to the fries.  My fries that I had ordered well done,  both large and medium were cold and soft (I live a block away) the nuggets were old and the cheeseburger bun was not soft. I was there today, a Sunday at 6 pm ( dinner time, things shor charged for cold, not fresh food"	1
8527	"A lot of stores are Really slow with their service. What bothers me more, is that no 2 McDonald                           s has the same rules. Is the lobby open today? Or at this hour? At this store? Plus not all have a pickup. Especially no pickup for Door Dash. They make us go inside  "	2
8528	Nobody spoke English well enough to get my order correct. The food sucked as did the employees who were dirty and unkempt almost as bad as the restaurant was. NEVER AGAIN!	4
8529	"The drive thru can get backed up, but it                           s a busy place. The parking is very strict so be careful if you                           re trying to"	4
8530	"It's McDonald's, you know the food and taste there, it never changes"	4
8531	If you want service apparently you HAVE to go through drive through.	5
8532	"Well earlier today. I placed 2eparate orders, but when I arrived there doors were locked, there was no letter or any sort of notice explaining why, but what confuses me more is they had people inside ordering and sitting down inside not happy with that location!!"	1
8533	"OK, I guess I need to stop going to ANY Mcdonalds.  Was in a hurry and ordered a double cheese and a small order of fries.  They have two pickup windows and I watched both windows handing out food.  So when the line moved up I drove to the furthest window.  and sat, and sat and watched 4 other cars pick up their food at the window behind me.   a good 5 minutes passed and I backed up to the window where the food was being handed out and the person, basically, THREW the food at me without a word.  10 steps... 10 steps to bring me my food or something... but nothing.  And then  the fries were cold and the bun on the burger was stale.   You get what you pay for and you get what you deserve if you go to a Salt Lake McDonalds."	1
8534	Fast service and the staff always have a friendly attitude.	4
8535	I ordered on mobile. Came to the McDonalds to pick up                            50 minutes in the drive through. By the time I got my food it was all cold. Wasted my money. They told me the wait was so l	1
8536	Slow and I am no longer in the area a little after then I will be home all day but it is an apartment and if something does need to be signed for the front desk can do that any day M-S or any of the information included. I am not going on the website to be sure to send it out of state or state to send me the link and I'll get you a copy and I'll get you the money to you by tomorrow afternoon and I'll get you sick and I will.	4
8537	"Okay I know it is McDonald's but it is a very good fast food store.  For the price, the quality is good. I also like their app."	5
8538	It's great close to work quick and always fresh	5
8539	"This McDonalds comes with a free homeless show when utilizing the dine in option. No purchase necessary, subject to talent intoxication levels, results may very."	4
8540	"5 for consistency.  If you like McDonald's you'll like this location.  If you're not a fan, this location wont win you over, it's McDonald's."	5
8541	Food was okay wasn                          	2
8542	Food was cold nuggets not crispy or fully cooked so disappointed in the fry's let down    	2
8543	"This restaurant is advertised as 24 hours. I waited over 10 minutes in the drive through, with at least 5 other cars, only to have no response from the speaker. Then, they shut the lights off, and still no communication. Staff was seen inside working, but no attempt was made to tell waiting customers that they were refusing to serve them."	1
8544	Only the drive through is open 24 hrs. Walk in only open until 8 pm	1
8545	Was missing the hash browns from my meals which made my 12 hr drive back to Canada v v sad    	1
8546	Employees were slovenly. One employee had her boyfriend behind the counter whispering in her ear instead of taking our order. Took 10 minutes to get a diet coke	1
8547	Drive through only. Lines run fast. Food is fresh and Hot. Love the celebrity meals.	5
8548	"Lobby was closed with no sign or reason why, no curbside spots and super long drive thru wait. Attempts to call to see why lobby was closed but no one would answer the phone."	2
8549	Everything was OK except all the food was placed in one bag over the top. I asked for several bags and the problem was fixed.	4
8550	Food was good and came quickly.  Staff friendly.	5
8551	"Had a company party here and they were very friendly about accommodating 30 of us. TBH, none of us were expecting much from the food and we were all quite surprised at how good it was. Well do this place again and also add it to our lunch rotation."	5
8552	This is THE absolute slowest McD's in Salt lake City hands down!! If it wasn't such a long wait!! Damn near almost ran out of gas waiting for my 1 hot n spicy sandwich with a medium fry!! No Joke!! This would probably be a pretty good McDonald's if they'd learn to put some more pep in their step!!	3
8553	"Went to this location and went through and the first thing that happened is someone ted moaning in the mic. Then we ordered 2 large fries and 1mall fry, and they tried to say we ordered 2 large drinks and a small fry it was ridiculous. They were to busy making inappropriate sounds instead of doing their job. If I could give less then one  I would. Will NOT ever come here again."	1
8554	"While I'm there lots of wrong orders thought they won't mistake mine
Didn't find put except after I left"	4
8555	"I wanted these guys to be better than the other locations nearby, but they are all the same. Open your lobby. It                           s 8 pm. 25 car lines waiting for AT LEAST 20 minutes is horrible. All McDonal"	1
8556	Do not order from here there was a hair in my soda!	1
8557	"Does not attend to the needs of a driver delivering food as they make you wait through the drivethru when the order is ready sitting on the counter while you're 10 Cars back. Food is getting cold and they expect you to wait and then deliver this cold food to the customer when you finally get it? What a lousy way of attending drivers, new employees or new management is much needed for this joke of a restaurant."	1
8558	This place sucks they worrie about drive through and leave the lobby wit people wait for their food for more then 30 mins my kids were hungry gave us the wrong happy 3 times I will never go back to this one. I am givin it 5 jus so people will be able to see the review	5
8559	This location is a joke. There                           s a whole line all The way out in the street and we have all b	1
8560	Loved everything from the service to the food. Between the promotions and coupons I save money. The loyalty points build up then I can get a free item. Today O had a large mocha frappe. Yum	5
8561	So there is no way to get food from this McDonald                           s unless you are driving in a vehicle                            You have an entire lobby that could be fulfilling the orders of patrons without vehicles or staying in your nearby hotels	1
8562	I went to walk in the lobby and the doors were locked 20 minutes before closing time. Horrible customer service!	1
8563	"The only thing I gets from this place is iced vanilla coffee, however, sad to say, I always have to go back just to let them know that they need to put some more flavor in their iced coffees cuz they are completely ""BLAND"". Other than that, food is always served hot & fresh except we're ALWAYS cheated out on our French fries. We order large but they give us huge cartons half filled."	3
8564	"This restaurant has to learn how to treat delivery driver professionally and properly. I went picking up an order and wait in the drive through for 35 minutes, and it ended with them telling me they couldn                           t make the order because they turned off the screen! The only reason they couldn                           t fulfill the order is because of their laziness because I have seen other McDona"	1
8565	"Working a graveyard shift in the area, I thought of grabbing a quick bite while on a quick break. Pulling into the drive-thru, after vehicles in front have ordered, female worker mumbled something about their system                            updating                            and asked to wait. As I waited for a few moments, she then rudely told me that it was still updating and couldn                           t take my order, even though she took an order ahead of me. I asked how long it would take, but no answer was given. I asked again, she continued to say it was updating and that she couldn                           t take my order. I finally ted putting in a mobile order to make it easier on their end, but she got back on again and rudely said              ho while their system updated. So I decided to leave to find another place to grab a quick bite, only to hear her say that she did mention they were closed if I were listening to her.

Another driver in the other stall was having the same issue with another male employee, but was actually nice enough to let them know they were temporarily closed until further notice.

Clear unprofessional attitude from this female employee. Definitely needs to be taught better in respect and in having better customer service skills. Guess when you get paid minimum wage, I                           d be miserable too. Bu"	1
8566	Don                          	1
8567	The dining room is neglected every morning at this location. So much so that the workers refuse to take orders at the register. You have to use the keosks and if you want a sausage biscuit in a meal there is no way to order it with cheese in a meal.  Half the time the soda says it's out of stock unless you order a meal. Floor is filthy in front of the soda machines. Lids not stocked. Garbages in dining room full to overflowing. Kid came out and cleaned ALL the tables with the same cloth and no cleaning spray whatsoever.	2
8568	They are good at making McDonald's food	4
8569	"Salt Lake City fast becoming a toilet.
Elect leftist officials who live insulated from the population, this 'Pelosi-ing is a blight.
What a mess."	1
8570	Wish I could give them no s cause this Mcdonald sucks everytime we go there they forget something in our order I will not be going back to this store plus the employees and mangers are very rude. DONT GO THERE THEY WILL ONLY RIP YOU OFF!!!!	1
8571	The food was good the price was reasonable and the people at the drive-thru were very kind. We got through in a reasonable amount of time. We did not use their playground this time but from past experience I can say that my little one really does like it quite a bit. To the point I can barely get him away.	5
8572	Don                           t	1
8573	"This location took really long to process orders and get their line moving. I even had a mobile order, and at about 10:15pm I had to take the drive through. Took 20 minutes. They kept putting the wrong order on the screen at the ordering area. Guy who talked to me was pretty rude when I tried to let him know what was going on. Pretty sure it the gentleman in a tie that gave me my receipt."	2
8574	"I do not know what it is about this location but their coffee every time I go is so damn good. Their morning crew must be fire! Not gonna lie fast service, not crazy friendly but fast and breakfast has always been in point."	5
8575	Trash. Customer service is trash.   I'll never want mcdonalds for real.  Been 3 weeks since tomorrow.	1
8576	We ordered and got it &it was hot and right	5
8577	I wanted to order but they didn't have a curbside option and they weren't open for dining in. A bunch of people tries going through the drive thru but because we didn't have cars they wouldn't even talk to us. There were a lot of other customers too.	1
8578	"The service and food was so-so, but what do you expect from McDonald's?"	3
8579	Literally the best mcdonalds to go to in the early early a.m. but watch out for the overcooked or stale fries. Hardly ever been there and systems updating or down so it's my go to spot when alot of places are closed.	4
8580	"Posting this review in hopes that someone sees it. My number one complaint is the hours listed; it says 24hrs but that is not true. I'm not sure when they actually close, but I've been there at midnight, way later around 2am and 3am, and they're closed. The funny thing is that there's usually someone inside to tell me that they're closed.. I don't mind that they close early, but they need to correct their hours if that's the case. I frequently get off work rather late and I'm usually pretty hungry, I can go somewhere else but this location ~would~ be convenient for me for how close it is to my work. It's also frustrating that they allow me to pay on the app and then not get my food. Please adjust your hours online and on the app so people like me don't get their hopes up."	1
8581	"Sammy's were way to hot, but the coffee was cold."	3
8582	Drive through. Asked [by manager?] to pull to the side and wait 5 minutes for apple pies to finish cooking. No problem. Received 80% of my order after those 5 minutes. Both sandwiches handed to me cold. Said he forgot 1 of my drinks and he                           d brb. 25-30 MINUTES LATER AND NO ONE IS ANYWHERE                            I circle through drive through again and ask to speak to the first guy - I just want my drink and the missing sauces. He                           s MIA? The gentleman who help	1
8583	"I want the word to go out about James at this location. He is the worst manager ever! And to the Watson group that owns this location, I'm going to make sure that I spread the word not to visit this location because of James. We waited over 10 minutes because you had only one drive thru open and things were going slow. Well the clock just turned to 11 and we wanted breakfast. They told us no. Even though we were in line long before then and it is not our fault that everything was going slow. I called James and I was upset. I didn't swear but instead of him understanding how this would be frustrating, he just kept giving excuse after excuse and then whined that he wasn't going to talk anymore and hung up on me. Like I said, I didn't swear but I let him know that it was rude how they treat people. IF I CAN GIVE ZERO BECAUSE OF JAMES, I WOULD! Learn to understand your customers. Until then,  everyone stay away from here!"	1
8584	Food was good for McDonalds but the crewmembers seemed a little distracted	5
8585	"I don                           t personally eat here, my kids eat the fires and it                  "	5
8586	"Trash was overflowing, Coke dispenser was out of syrup and worst of all my hamburger was raw. Not a good experience."	1
8587	This is my first time eating at this location but probably might try it again for a better review but nothing about my meal was normal except for all the lettuce falling out of my big Mac nothing was excessively old but just seemed like they have us stuff that was about time to get thrown away none of my food was hot it was semi warm the nuggets weren't the greatest I don't waste food so I still ate it but I will give this location another shot to see if i can get better food for the price I a paid	2
8588	"Hit or miss with this on. On some occasions the service is good, but mostly bad. One Saturday morning myself and another car pulled up to the drive thru and waited for almost 2 minutes. I pulled forward and went inside got my order and as I was leaving saw the other car just pulling up to the pick up window.  Food is typically warm not hot
9/18/22at at the drive in while they took 3 cars from the other lane after telling me they would be right with me.   Left without ordering most likely won                           t "	1
8589	U know it's McDonald's it's all rite  nothing to big just mickey Dee's  u know q	3
8590	Due to the app I had a Bic Mac with no purchase necessary. I wasn't looked down upon and was treated like everyone else. I did but a soda but still. They did not know that I was going to do that.	4
8591	Would leave zero s but I can                           t. The food is nasty. Re dropped fries and burgers that have been in the heater all day. Only good thing is the lobby stays clean with	1
8592	Drive through staff will short you $5-10 dollars worth of food almost every time. Very slow service.	1
8593	A much nicer experience than the MCDs on 900 as review 3 weeks or so ago. Staff seemed content being their and the food was cooked. No complaints here	5
8594	Took them forever to come to the register to take our order and then they let our bag of food sit there forever before they gave it to us. Not happy with our services at all.	2
8595	30 minutes in the drive through... again.	2
8596	Really bad experience. We went through the drive through at night and ordered two chocolate shakes. We paid. Got to the pickup window and the lady told us they didn                           t have chocolate shakes and asked us if we wanted vanilla or our money back. We told her we wanted our money 	1
8597	"I was on my pedal bike in drive thru...as I have done a countless other locations. A lady come on the speaker and told me the wait time was going to be 25-30 minutes. It was late, I just got off work, and was hungry, so I didn't mind. I wanted some McDonald's! I placed my order and then she told me they do not accept walk-ups. I told her I am on a bicycle, not a walk-up. She told me she was cancelling my order. Needless to say, no McDonald's that night, and now the company has lost my business."	1
8598	"Such a great location with fast & efficient service. It was 3am when I went and I'm sure the employees were tired because it was so busy but Angel and Anthony at this location specifically were SO nice and happy. They were friendly, complimentary, and just overall made the experience 10/10. Usually McDonalds is notorious for giving sub-par experiences, but this one was incredible."	5
8599	No idea what time the lobby actually closes but 6:30 pm is a bit early. So headed to the drive through with everyone else and by the time I got my food it was already cold.	2
8600	Me and My Wife went to get ice coffees this morning I asked for extra syrup and cream and what we got was no extra syrup no extra cream and they charged us for the extra cream and syrup that was never put in the coffee. The coffee would                           ve tasted better if we didn                         	1
8601	Super disappointed that breakfast isnt all day long anymore which sucks. This isnt the best mcdonalds around thats for sure....staff is kind of rude and has their music blaring. Also i was waiting for my food and one of the workers came up and asked if i was waiting for someone like it was a problem i was there. Only go here if i absolutely have to....last resort for sure. I rather go to a location further from my house to get better service.	3
